Video,Total Views
Owl City - Fireflies (Official Music Video),"569,527,556"
One Direction - Kiss You (Official),"569,129,649"
Danna Paola - Mala Fama,"568,950,071"
Amenazzy ft. Lary Over - Solo (Video Oficial),"568,493,663"
Rita Ora - Let You Love Me [Official Video],"567,736,834"
"Arijit Singh : Lambiyaan Si Judaiyaan With Lyrics | Raabta | Sushant Rajput, Kriti Sanon | T-Series","567,156,050"
"Camilo, Evaluna Montaner - Por Primera Vez (Official Video)","566,595,533"
COKA : Sukh-E Muzical Doctorz | Alankrita Sahai | Jaani | Arvindr Khaira | DM,"566,555,911"
Beyoncé - Love On Top (Official Video),"565,441,778"
EXTASIS - @ELMILLONARIOBM Y @WCorona FT CARTEL DE SANTA (Video Oficial),"565,316,816"
David Guetta - She Wolf (Falling To Pieces) ft. Sia (Official Video),"564,867,331"
Ishq Ka Raja - Addy Nagar (Official Video)- Hamsar Hayat - New Hindi Songs 2022,"564,322,102"
La Bandononona Clave Nueva De Max Peraza - Cuál Adiós,"564,294,810"
DaBaby - BOP on Broadway (Hip Hop Musical),"563,800,597"
"Diego & Victor Hugo, Bruno & Marrone - Facas (Ao Vivo)","562,851,689"
Little Mix - Secret Love Song (Official Video) ft. Jason Derulo,"562,839,738"
Marília Mendonça - De Quem É A Culpa? - DVD Realidade,"562,800,221"
Queen - I Want To Break Free (Official Video),"562,514,686"
Lil Uzi Vert - XO Tour Llif3 (Official Music Video),"562,467,990"
Lou Bega - Mambo No. 5 (A Little Bit of...),"562,399,862"
NIRA ISHQ : GURI (Official Song) Satti Dhillon | Romantic Song | GK Digital |  Geet MP3,"562,376,584"
BTS (방탄소년단) 'Life Goes On' Official MV,"562,371,810"
"Alejandro Sanz - ""Amiga Mia"" (Video Oficial)","561,810,252"
Blondie - Heart Of Glass,"561,459,051"
Rels B - A MÍ (Videoclip Oficial),"561,284,893"
ARIEL CAMACHO - HABLEMOS,"561,117,385"
"Where You Are (From ""Moana""/Sing-Along)","560,932,140"
Zé Ramalho - Sinônimos (Ao Vivo 2005) (Clipe Oficial),"560,713,259"
Ed Sheeran - Castle On The Hill [Official Music Video],"560,566,548"
คู่คอง Ost.นาคี | ก้อง ห้วยไร่ | Official MV,"559,980,413"
"""Oh Humsafar"" Song | Neha Kakkar Himansh Kohli | Tony Kakkar | Bhushan Kumar | Manoj Muntashir","559,827,415"
Selena Gomez - Kill Em With Kindness,"559,151,597"
เชือกวิเศษ - LABANOON「Official MV」,"558,836,445"
Migos - Slippery feat. Gucci Mane [Official Video],"558,792,642"
Ricky Martin - Livin' La Vida Loca (Official Video),"558,718,430"
"Makhna - Drive| Sushant Singh Rajput, Jacqueline Fernandez| Tanishk Bagchi, Asees Kaur","557,958,383"
Dilsinho - Péssimo Negócio (DVD Terra do Nunca Ao Vivo),"557,711,994"
Adexe y Nau - Hasta El Amanecer (Nicky Jam Cover),"557,654,560"
Beyoncé - Irreplaceable,"557,583,348"
Harrdy Sandhu - Bijlee Bijlee ft Palak Tiwari | Jaani | BPraak | Arvindr Khaira | Desi Melodies,"556,643,515"
The Pussycat Dolls - Don't Cha (Official Music Video) ft. Busta Rhymes,"556,643,369"
"ITZY ""WANNABE"" M/V @ITZY","556,596,706"
"B Praak: Dil Tod Ke Official Song | Rochak Kohli , Manoj M |Abhishek S, Kaashish V | Bhushan Kumar","556,469,257"
Cali Y El Dandee - Yo Te Esperaré,"556,427,504"
Cyndi Lauper - Time After Time (Official HD Video),"556,335,775"
Daddy Yankee & Anuel AA - Adictiva (Video Oficial),"556,210,070"
Patola Video Song | Blackmail | Irrfan Khan & Kirti Kulhari | Guru Randhawa,"556,178,601"
Bad Wolves - Zombie (Official Video),"556,133,601"
"Juan Gabriel - Abrázame Muy Fuerte (En Vivo Desde Bellas Artes, México/ 2013)","555,931,081"
"Nicki Minaj - Only ft. Drake, Lil Wayne, Chris Brown","555,726,067"
Gustavo Mioto - Anti-Amor Part Jorge e Mateus,"555,175,853"
Rauw Alejandro & Chencho Corleone - Desesperados (Video Oficial),"554,663,300"
O Saathi Lyrical Video | Baaghi 2 | Tiger Shroff | Disha Patani | Arko | Ahmed Khan Sajid Nadiadwala,"554,536,573"
Camila - Aléjate De Mi,"554,432,060"
'Gallan Goodiyaan' Full VIDEO Song | Dil Dhadakne Do | T-Series,"554,390,145"
Anuel - Ayer ft. Dj Nelson [Official Video],"554,215,216"
K'NAAN - Wavin' Flag (Coca-Cola Celebration Mix),"554,146,040"
Justin Timberlake - Cry Me A River (Official Video),"554,074,389"
I'll Never Love Again (from A Star Is Born) (Official Music Video),"554,038,932"
"Lal Dupatta Full HD Song | Mujhse Shaadi Karogi | Salman Khan, Priyanka Chopra","553,988,149"
"Sebastián Yatra, Myke Towers - Pareja Del Año","553,875,732"
Danny Ocean - Dembow (Official Audio),"553,845,061"
Canserbero - Jeremías 17:5 (Video Oficial),"553,789,467"
Imagine Dragons - Bad Liar,"553,576,190"
Suit Full Video Song | Guru Randhawa Feat. Arjun | T-Series,"553,333,226"
Henrique e Juliano - VIDINHA DE BALADA - DVD O Céu Explica Tudo,"553,256,936"
Jason Derulo - Talk Dirty feat. 2 Chainz [Official HD Music Video],"553,254,303"
Avril Lavigne - When You're Gone (Official Video),"553,106,163"
Official髭男dism - Pretender［Official Video］,"553,013,556"
"Nachange Saari Raat Full Video Song | JUNOONIYAT | Pulkit Samrat,Yami Gautam| T-Series","552,966,292"
Piso 21 & Micro TDH - Te Vi (Video Oficial),"552,937,968"
"Tere Naam Humne Kiya Hai Full Song | Tere Naam | Salman Khan | Udit Narayan, Himesh Reshammiya","552,782,167"
Eden Muñoz - Chale (Video Oficial),"552,591,509"
Meek Mill Ft. Nicki Minaj & Chris Brown - All Eyes On You (Official Video),"552,189,389"
Henrique e Juliano - LIBERDADE PROVISÓRIA - DVD Ao Vivo No Ibirapuera,"552,101,160"
Marília Mendonça - Eu Sei De Cor - DVD Realidade,"551,337,122"
Tyga - Hookah ft. Young Thug,"551,167,116"
The Weeknd - Often (NSFW) (Official Video),"550,495,553"
Calum Scott - Dancing On My Own (Official Video),"550,380,191"
Red Hot Chili Peppers - Scar Tissue [Official Music Video] [HD UPGRADE],"550,156,279"
"De La Ghetto - Fronteamos Porque Podemos ft. Daddy Yankee, Yandel & Ñengo Flow [Official Video]","550,064,734"
Daft Punk - One More Time (Official Video),"549,898,742"
Skrillex & Rick Ross - Purple Lamborghini [Official Video],"549,705,941"
Ariana Grande - One Last Time (Official Lyric Video),"549,062,894"
Nicki Minaj - Right By My Side (Official Music Video) ft. Chris Brown,"548,732,654"
Christina Aguilera - Pero Me Acuerdo De Tí (Video Oficial),"548,056,963"
"Pop Smoke - For The Night (Audio) ft. Lil Baby, DaBaby","547,666,254"
Melendi - La promesa (Videoclip oficial),"547,444,561"
HA-ASH - Te Dejo En Libertad (En Vivo),"547,202,928"
Jonas Blue - Rise ft. Jack & Jack (Official Video),"546,824,092"
Camilo - Favorito (Official Video),"546,688,305"
Bande Organisée - SCH / Kofs / Jul / Naps / Soso Maness / Elams / Solda / Houari // Clip Officiel,"546,541,700"
BTS (방탄소년단) 'Black Swan' Official MV,"546,531,446"
Miley Cyrus - Malibu (Official Video),"546,483,488"
Doja Cat - Say So (Official Video),"546,239,840"
Zé Neto e Cristiano - STATUS QUE EU NÃO QUERIA - #EsqueceOMundoLaFora,"546,226,840"
"Feid, Young Miko - Classy 101 (Official Video)","546,069,498"
BTS (방탄소년단) '봄날 (Spring Day)' Official MV,"545,939,612"
Sean Paul - Got 2 Luv U (feat. Alexis Jordan) [Official Video],"545,663,759"
Benson Boone - Beautiful Things (Official Music Video),"545,531,758"
Cardi B - WAP feat. Megan Thee Stallion [Official Music Video],"545,402,518"
GIGI D'AGOSTINO - L'AMOUR TOUJOURS ( OFFICIAL VIDEO ),"545,068,763"
GOA BEACH - @TonyKakkar  Neha Kakkar | Aditya Narayan | Kat | Anshul Garg | Hindi Song 2020,"544,922,329"
คำแพง - แซ็ค ชุมแพ [Official Audio],"544,511,091"
Sia - Unstoppable (Official Video - Live from the Nostalgic For The Present Tour),"544,435,950"
"Carmen Twillie, Lebo M. - Circle of Life (From ""The Lion King"")","544,295,841"
Billie Eilish - Ocean Eyes (Official Music Video),"544,166,999"
"Shakira, Maluma - Clandestino (Official Video)","543,845,631"
Paramore: Decode [OFFICIAL VIDEO],"543,713,860"
Enrique Iglesias - Nunca Te Olvidaré (Official Music Video),"543,213,282"
KHESARI LAL YADAV SUPERHIT MOVIE SONG - Saj Ke Sawar Ke (HD) | BHOJPURI SUPERHIT FULL VIDEO SONG,"543,208,520"
Hook Up Song -  Student Of The Year 2 | Tiger Shroff & Alia | Vishal and Shekhar |Neha Kakkar|Kumaar,"543,153,092"
Marc Seguí - Tiroteo Remix ft. Rauw Alejandro y Pol Granch (Videoclip Oficial),"543,130,920"
"Cosculluela, Bad Bunny - Madura (Video Oficial)","543,034,330"
"Yandel, Feid  - Yandel 150 (Video Oficial)","542,657,006"
Juice WRLD - Robbery (Official Music Video),"542,349,960"
"Rihanna, Kanye West, Paul McCartney - FourFiveSeconds","542,295,311"
Henrique e Juliano - NA HORA DA RAIVA - DVD Novas Histórias - Ao vivo em Recife,"542,222,874"
Lil Pump - ESSKEETIT [Official Music Video],"542,038,727"
JESSE & JOY - Ecos de Amor (Video Oficial),"541,763,859"
"Sech - Que Mas Pues Remix ft. Maluma, Nicky Jam, Farruko, Justin Quiles, Dalex, Lenny Tavárez","541,438,167"
"J.Balvin, Karol G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander - Poblado","540,847,621"
Sean Paul - I'm Still In Love With You (Official Video),"540,625,213"
"Zara Larsson, MNEK - Never Forget You","540,612,104"
Marshmello ft. Khalid - Silence (Official Lyric Video),"539,978,311"
CKay - Love Nwantiti Remix ft. Joeboy & Kuami Eugene [Ah Ah Ah] [Official Music Video],"539,630,246"
Kungs vs Cookin’ on 3 Burners - This Girl (Official Music Video),"539,326,585"
"Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @ARRahman| Shreya |Amitabh","538,980,447"
"Zedd, Alessia Cara - Stay (Lyric Video)","538,854,672"
Crazy Frog - We Are The Champions (Official Video),"538,449,037"
Leandro Borges - Deus e Eu (Não conte seus maiores sonhos a ninguém) (Ao Vivo),"538,436,370"
DNCE - Cake By The Ocean,"537,849,391"
Flo Rida - Whistle [Official Video],"537,767,267"
"TWICE ""I CAN'T STOP ME"" M/V","537,403,112"
David Guetta ft Justin Bieber - 2U (The Victoria’s Secret Angels Lip Sync),"536,117,259"
LALA LORI : Fazilpuria ft. Deepti | Afsana Khan | Jaani | SukhE | Haryanvi Songs Haryanavi 2021,"535,890,844"
Robin Schulz - Sun Goes Down feat. Jasmine Thompson (Official Video),"535,782,984"
Justin Bieber - Mistletoe (Official Music Video),"535,741,399"
BANDA MS - ME VAS A EXTRAÑAR (VIDEO OFICIAL),"535,494,952"
Marília Mendonça - SUPERA (Todos Os Cantos),"535,328,631"
Ed Sheeran - Perfect Symphony [with Andrea Bocelli] (Official Music Video),"535,075,594"
Zion x Ken-Y - More (La Formula) ft. Jory [Official Video],"534,880,480"
Master - Vaathi Coming Video | Thalapathy Vijay | Anirudh Ravichander | Lokesh Kanagaraj,"534,708,959"
Offset - Clout ft. Cardi B (Official Video),"534,601,205"
Lartiste - Chocolat feat. Awa Imani (Clip Officiel),"534,524,798"
Bryson Tiller - Don't (Explicit Version),"534,175,714"
Elissa & Saad Lamjarred - Min Awel Dekika [Official Video] (2022) / اليسا وسعد لمجرد - من أول دقيقة,"534,148,833"
"""Sun Raha Hai Na Tu Female Version"" By Shreya Ghoshal Aashiqui 2 Full Video Song |","533,949,934"
Cardi B & Bruno Mars - Please Me (Official Video),"533,056,924"
"John Denver - Take Me Home, Country Roads (Official Audio)","533,052,796"
Je m'appelle Funny Bear - Full French Version - Gummy Bear Song,"532,783,180"
Avril Lavigne - Wish You Were Here (Official Video),"532,777,177"
Demi Lovato - Sorry Not Sorry (Official Video),"532,761,772"
Selena Gomez - Good For You,"532,677,699"
"LSD - Thunderclouds (Official Video) ft. Sia, Diplo, Labrinth","532,251,086"
Justin Bieber - I'll Show You,"531,933,266"
Hardy Sandhu: HORNN BLOW Video Song | Jaani | B Praak | New Song 2016 | T-Series,"531,759,656"
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),"531,519,051"
Lady Gaga - Judas (Official Music Video),"531,512,139"
Nacho - Happy Happy ft. Los Mendoza,"531,387,821"
Taylor Swift - I Knew You Were Trouble,"531,332,691"
Aventura - La Boda,"531,317,607"
"Cartoon, Jéja - On & On (feat. Daniel Levi) | Electronic Pop | NCS - Copyright Free Music","531,276,236"
Starship - Nothing's Gonna Stop Us Now (Official Music Video) [HD],"530,820,475"
"Whitney Houston, Mariah Carey - When You Believe (Official HD Video)","530,693,152"
Route 94 - My Love (Official Video) ft. Jess Glynne,"530,599,097"
Justin Bieber - Somebody To Love Remix ft. Usher (Official Music Video),"530,392,026"
ILLSLICK - จูบ Remix Feat. หนึ่ง ETC [Official Audio] +Lyrics,"530,362,897"
Thalia - Equivocada (Live Version),"529,605,718"
Sebastián Yatra - Tacones Rojos (Official Video),"529,456,514"
"Grupo Firme - Gerardo Coronel ""El Jerry"" - Qué Onda Perdida (Video Oficial)","529,376,982"
Kiesza - Hideaway (Official Video),"529,229,697"
"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole - Entre Nosotros REMIX (Video Oficial)","529,075,290"
Ke Personajes Ft  Onda Sabanera | Pobre Corazón,"529,054,358"
Arabic Kuthu | Halamithi Habibo -Lyric Video| Beast| Thalapathy Vijay| Sun Pictures| Nelson| Anirudh,"528,896,861"
"JAWAN: Chaleya (Hindi) | Shah Rukh Khan | Nayanthara | Atlee | Anirudh | Arijit S, Shilpa R | Kumaar","528,606,316"
Badshah - DJ Waley Babu | feat Aastha Gill | Party Anthem | DJ Wale Babu,"528,334,376"
Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira,"527,725,517"
Guru Randhawa: Ishq Tera (Official Video) | Nushrat Bharucha | Bhushan Kumar | T-Series,"527,631,077"
Selena Gomez - Same Old Love,"527,462,748"
Fuleragem - MC WM (KondZilla) | Official Music Video,"526,755,188"
"Hawayein Lyric Video - Jab Harry Met Sejal |Shah Rukh Khan, Anushka|Arijit Singh|Pritam","526,722,629"
Nio Garcia x Brray x Juanka x Anuel AA x Myke Towers - La Jeepeta Remix (Lyric Video),"526,657,250"
"Exclusive: LOVE DOSE Full Video Song | Yo Yo Honey Singh, Urvashi Rautela | Desi Kalakaar","526,233,532"
"Ladki Badi Anjani Hai - Full Video|Shah Rukh Khan,Kajol |Kumar Sanu,Alka Yagnik |Timeless Classics","526,016,494"
"TWICE ""Feel Special"" M/V","525,838,018"
Natti Natasha - Quién Sabe ❤ [Official Video],"525,717,353"
Myke Towers - Lala (Video Oficial),"525,306,339"
Daddy Yankee - Llegamos a La Disco (Video Oficial),"524,705,116"
Damas Gratis - Me Vas a extrañar (en vivo)  Feat Viru Kumbieron,"524,673,869"
BLACKPINK - 'Kill This Love' DANCE PRACTICE VIDEO (MOVING VER.),"524,569,987"
KYLE - iSpy feat. Lil Yachty [Official Music Video],"524,474,086"
Lyrical: Chammak Challo | Ra One | ShahRukh Khan | Kareena Kapoor,"524,381,899"
Flo Rida - Club Can't Handle Me ft. David Guetta [Official Music Video] - Step Up 3D,"524,374,032"
Reyli Barba - Amor del Bueno (Video),"523,739,044"
Madonna - Hung Up (Official Video) [HD],"523,094,287"
Julieta Venegas - Me Voy (Video Stereo),"522,725,685"
Calvin Harris - My Way (Official Video),"522,562,859"
Maroon 5 - Maps,"522,352,854"
Drake - Started From the Bottom,"522,179,783"
"Rudimental - These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Official Video]","521,894,292"
Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,"521,844,946"
"WAJAH TUM HO Full Video Song | HATE STORY 3 Songs | Zareen Khan, Karan Singh Grover | T-Series","521,792,322"
"Louis Tomlinson - Back to You (Official Video) ft. Bebe Rexha, Digital Farm Animals","521,651,291"
Kelly Clarkson - Stronger (What Doesn't Kill You) [Official Video],"521,405,429"
"Bachpan Ka Pyaar (Official Video) Badshah, Sahdev Dirdo, Aastha Gill, Rico","521,258,642"
ILLSLICK - ถ้าเธอต้องเลือก [Official Lyrics Video],"521,255,603"
"Jai Jai Shivshankar Song | Holi Song | WAR | Hrithik Roshan, Tiger Shroff | Vishal & Shekhar, Benny","521,226,494"
ห้องนอน - Fridaynight  to Sunday [ Official MV ],"521,156,566"
Alejandro Fernández - Me Dedique A Perderte (Video Oficial),"520,846,918"
Aleyna Tilki - Sen Olsan Bari,"520,106,438"
Mac Miller - Self Care,"519,931,956"
"[도깨비 OST Part 1] 찬열, 펀치 (CHANYEOL, PUNCH) - Stay With Me MV","519,850,900"
The Beatles - Don't Let Me Down,"519,497,686"
Smash Mouth - All Star,"519,281,363"
Deixa Acontecer / Coração Radiante / Compasso Do Amor,"519,228,207"
Lil Tecca - Ransom (Official Music Video),"519,122,348"
Lil Peep - Save That Shit (Official Video),"518,996,004"
"Jogi - Lyrical | Shaadi Mein Zaroor Aana | Rajkummar Rao, Kriti Kharbanda | Arko ft Aakanksha Sharma","518,936,456"
J Balvin - Sigo Extrañándote (Official Video),"518,679,293"
Thương Lắm Thầy Cô Ơi! - Bé Phan Hiếu Kiên,"518,599,043"
J Balvin - Tranquila (Official Video),"518,363,800"
"Dr. Dre - I Need A Doctor (Explicit) ft. Eminem, Skylar Grey","518,064,457"
Henrique e Juliano - Cuida Bem Dela (DVD Ao vivo em Brasília) [Vídeo Oficial],"518,004,552"
Marília Mendonça - Alô Porteiro - Vídeo Oficial do DVD,"517,875,795"
Justin Bieber - As Long As You Love Me ft. Big Sean,"517,070,167"
"Night Falls (From ""Descendants 3"")","517,018,230"
GIMS - Est-ce que tu m'aimes ? (Clip officiel),"516,954,246"
Becky G - Shower,"516,691,998"
Demi Lovato - Cool for the Summer (Official Video),"516,468,471"
*NSYNC - Bye Bye Bye (Official Video from Deadpool and Wolverine),"516,441,025"
Sting - Desert Rose,"515,831,436"
CNCO - Tan Fácil (Official Video),"515,718,530"
Wham! - Wake Me Up Before You Go-Go (Official Video),"515,374,931"
BANDA MS - TENGO QUE COLGAR (VIDEO OFICIAL),"515,168,614"
The Cranberries - Linger (Official Music Video),"515,064,915"
Pitbull - Como Yo Le Doy ft. Don Miguelo,"514,964,815"
BAD BUNNY - TÚ NO METES CABRA (Video Oficial),"514,758,599"
"""Kabira Full Song"" Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone","513,989,001"
Mahmut Orhan - Feel feat. Sena Sener (Official Video) [Ultra Records],"513,478,601"
Saif Nabeel - Ashq Mot (Official Music Video) | سيف نبيل - عشك موت - الكليب الرسمي,"513,230,905"
Razzi Bolja । राज्जी बोल जा । Uttar Kumar & Bhaviya । Harjeet Deewana | Haryanvi Song,"513,225,357"
Carin Leon - Primera Cita [Official Video],"513,047,333"
"Akon - Beautiful (Official Music Video) ft. Colby O'Donis, Kardinal Offishall","512,731,481"
Bella Poarch - Build a B*tch (Official Music Video),"512,438,712"
Natti Natasha x Bad Bunny - Amantes De Una Noche [Official Video],"512,393,668"
"TWICE ""Like OOH-AHH(OOH-AHH하게)"" M/V","511,641,044"
"Bryant Myers ft. Anonimus, Anuel AA y Almighty - Esclava Remix (Video Oficial)","511,514,066"
The Notorious B.I.G. - Big Poppa (Official Music Video) [HD],"511,339,796"
El Bebeto - Seremos (Video Oficial),"511,328,063"
Rihanna - Pour It Up (Explicit),"510,896,640"
Coldplay - Clocks (Official Video),"510,806,910"
3 - Why This Kolaveri Di Official Video | Dhanush | Anirudh Ravichander | Shruti Haasan,"510,609,247"
Miley Cyrus - The Climb,"510,175,271"
Reik - Creo en Ti,"509,959,356"
BANDA MS - HABLAME DE TI (VIDEO OFICIAL),"509,815,073"
Sinéad O'Connor - Nothing Compares 2 U (Official Music Video) [HD],"509,406,026"
"Saajanji Ghar Aaye Full Video - Kuch Kuch Hota Hai|Shah Rukh Khan,Kajol|Alka Yagnik","509,365,065"
The Black Eyed Peas - Boom Boom Pow (Official Music Video),"509,336,868"
Si Tú La Ves - Nicky Jam Ft Wisin | Video Oficial,"508,965,446"
"Machine Gun Kelly, Camila Cabello - Bad Things (Official Music Video)","508,902,752"
Savage Garden - Truly Madly Deeply,"508,795,045"
"Abraham Mateo, Farruko, Christian Daniel - Loco Enamorado (Video Oficial)","508,707,638"
INNA - Yalla | Official Music Video,"508,701,816"
MC Livinho - Cheia de Marra (KondZilla) | Official Music Video,"508,694,453"
Red Hot Chili Peppers - Dark Necessities [Official Music Video],"508,522,013"
"Luis Fonsi, Ozuna - Imposible (Official Video)","508,428,794"
"Nego do Borel - Você Partiu Meu Coração (Videoclipe) ft. Anitta, Wesley Safadão","508,217,270"
BLACKPINK - '뚜두뚜두 (DDU-DU DDU-DU)' DANCE PRACTICE VIDEO (MOVING VER.),"508,046,010"
Maiara & Maraisa - 10% (Ao Vivo em Goiânia),"507,880,589"
Jorge & Mateus - Propaganda [Terra Sem CEP] (Vídeo Oficial),"507,512,186"
"21 Savage, Offset, Metro Boomin - Ric Flair Drip (Official Music Video)","507,493,603"
"KAROL G, Anuel AA, J. Balvin - LOCATION (Official Video)","507,357,896"
VIDEO | Rakesh Mishra | ए राजा जाई ना बहरिया | Ye Raja Jai Na Bahriya |Trishakar Madhu Bhojpuri Song,"507,228,235"
Olivia Rodrigo - deja vu (Official Video),"506,705,410"
Aastha Gill - Buzz feat Badshah | Priyank Sharma | Official Music Video,"506,416,517"
"Chris Brown - New Flame (Official Video) ft. Usher, Rick Ross","506,346,224"
Reik - Te Fuiste de Aquí (Video Oficial),"506,234,842"
BAD BUNNY - SI VEO A TU MAMÁ | YHLQMDLG (Video Oficial),"506,125,416"
Baby Girl | Guru Randhawa Dhvani Bhanushali | Remo D'Souza | Bhushan Kumar | Vee,"506,017,173"
Matheus Fernandes e Dilsinho - Baby Me Atende (Clipe Oficial),"506,003,894"
Marília Mendonça - TODO MUNDO VAI SOFRER (Todos Os Cantos),"505,840,664"
Faint (Official Music Video) [4K UPGRADE] – Linkin Park,"505,790,206"
Rihanna - Rehab (Official Music Video) ft. Justin Timberlake,"505,659,596"
"Miley Cyrus - The Backyard Sessions - ""Jolene""","505,153,567"
24kGoldn - Mood (Official Video) ft. iann dior,"505,151,916"
"Yaad Piya Ki Aane Lagi | Divya Khosla Kumar |Neha K,Tanishk B,Jaani, Faisu, Radhika&Vinay |Bhushan K","504,925,204"
Demi Lovato - Give Your Heart a Break (Official Video),"504,804,900"
BANDA MS - HERMOSA EXPERIENCIA (VIDEO OFICIAL),"504,544,361"
Olivia Rodrigo - good 4 u (Official Video),"504,533,589"
Piso 21 & Christian Nodal - Pa' Olvidarme De Ella (Video Oficial),"504,313,898"
"DJ Snake, J Balvin, Tyga - Loco Contigo","503,751,020"
"Stray Kids ""神메뉴(God's Menu)"" M/V","503,545,623"
Pitbull & J Balvin - Hey Ma ft Camila Cabello (Spanish Version | The Fate of the Furious: The Album),"503,141,469"
Projota - Muleque De Vila (Ao Vivo),"502,872,406"
"JESSE & JOY, Mario Domm - Llorar (Video Oficial)","501,419,600"
KAUN TUJHE Full  Video | M.S. DHONI -THE UNTOLD STORY |Amaal Mallik Palak|Sushant Singh Disha Patani,"501,391,733"
"Kajra Re | Full Song | Bunty Aur Babli | Aishwarya, Abhishek, Amitabh Bachchan | Shankar-Ehsaan-Loy","501,342,701"
Abusadamente - MC Gustta e MC DG (KondZilla) | Official Music Video,"500,828,827"
"Chhor Denge: Parampara Tandon | Sachet-Parampara | Nora Fatehi, Ehan Bhat | Arvindr K, Bhushan Kumar","500,194,660"
Kanye West - Stronger,"499,863,780"
Michael Jackson - Black Or White (Official Video - Shortened Version),"499,656,252"
Avicii - Wake Me Up (Official Lyric Video),"499,221,264"
Bloodhound Gang - The Bad Touch,"499,147,322"
Desiigner- Panda (OFFICIAL SONG) Prod. By: Menace,"499,074,140"
Michael Jackson - Bad (Shortened Version),"498,972,262"
Queen - Somebody To Love (Official Video),"498,853,179"
Creedence Clearwater Revival - Have You Ever Seen The Rain (Official),"498,444,807"
Maluma - El Préstamo (Official Video),"498,410,376"
نور الزين + غزوان الفهد / جيناك بهاية,"498,213,871"
Housefull 4: Shaitan Ka Saala Full Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,"498,146,608"
Felipe Araújo & Ferrugem - Atrasadinha,"498,085,566"
"Kendrick Lamar, SZA - All The Stars","497,873,014"
Kar Gayi Chull - Kapoor & Sons | Sidharth Malhotra | Alia Bhatt | Badshah | Amaal Mallik |Fazilpuria,"497,786,982"
Mariah Carey - Without You (Official HD Music Video),"497,417,771"
Tove Lo - Habits (Stay High),"497,171,741"
M83 'Midnight City' Official video,"496,629,992"
Prem Rog - Yeh Galiyan Yeh Chaubara Yahan Aana Na Dobara  - Lata Mangeshkar,"496,553,757"
Melim - Meu Abrigo,"496,436,324"
Ricardo Montaner - La Gloria de Dios (Video Oficial) ft. Evaluna Montaner,"496,064,963"
Akon - I Wanna Love You ft. Snoop Dogg,"496,031,589"
3 Doors Down - Kryptonite (Official Video),"495,860,200"
Sam Smith - Lay Me Down (Official Music Video),"495,738,436"
Mano Walter - O Que Houve? ft. Marília Mendonça (Ao Vivo),"495,620,735"
Calibre 50 - Siempre Te Voy A Querer,"495,547,897"
Little Mix - Shout Out to My Ex (Official Video),"495,473,578"
احمد شيبة - اه لو لعبت يا زهر - و الراقصة الا كوشنير من  فيلم اوشن 14 (فيديو كليب),"495,387,964"
Rae Sremmurd - Swang (Official Video),"495,188,908"
"Fetty Wap ""679"" feat. Remy Boyz [Official Video]","495,010,185"
"Full Song:LAGDI LAHORE DI|Street Dancer 3D | Varun D,Shraddha K, Nora F |Guru Randhawa,Tulsi Kumar","494,656,145"
정국 (Jung Kook) 'Seven (feat. Latto)' Official MV,"494,470,043"
"Apna Bana Le - Bhediya | Varun Dhawan, Kriti Sanon| Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","494,467,583"
Pablo Alborán - Saturno (Videoclip Oficial),"494,455,568"
Disclosure - Latch ft. Sam Smith,"494,341,410"
Lil Nas X - Panini (Official Video),"493,838,080"
Travis Scott - BUTTERFLY EFFECT,"493,779,644"
Tiësto & Karol G - Don't Be Shy (Official Music Video),"493,740,807"
Doja Cat - Kiss Me More (Official Video) ft. SZA,"493,729,522"
Myke Towers - Diosa (Video Oficial),"493,621,234"
"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)","493,610,694"
Selena Gomez - Lose You To Love Me (Official Music Video),"493,602,114"
Natalia Lafourcade - Hasta la Raíz,"493,548,034"
MAGIC SYSTEM - Magic In The Air Feat. Chawki [Clip Officiel],"493,512,568"
System Of A Down - Aerials (Official HD Video),"493,321,912"
Michael Jackson - The Way You Make Me Feel (Official Video),"493,245,910"
The Chainsmokers - Closer (Official Video) ft. Halsey,"493,084,311"
"Luis Fonsi - Aqui Estoy Yo ft. Aleks Syntek, Noel Schajris, David Bisbal","492,793,861"
Felix Jaehn - Ain't Nobody (Loves Me Better) (Official Video) ft. Jasmine Thompson,"492,489,876"
Ousado Amor (Clipe Oficial) - Isaias Saad,"492,464,880"
Whitney Houston - I Wanna Dance With Somebody (Official 4K Video),"492,321,078"
KILLSHOT [Official Audio],"492,314,855"
"KEVIN ROLDAN, Maluma, Andy Rivera - Salgamos (Video Oficial)","492,205,956"
Lele Pons & Guaynaa - Se Te Nota (Official Music Video),"491,902,571"
