Video,Total Views,Artist,Title,Total Views_normalized
"Yo Yo Honey Singh: DIL CHORI (Video) Simar Kaur, Ishers | Hans Raj Hans | Sonu Ke Titu Ki Sweety",614309541,"Yo Yo Honey Singh: DIL CHORI (Video) Simar Kaur, Ishers | Hans Raj Hans | Sonu Ke Titu Ki Sweety",,0.03009305779792959
Santana - Maria Maria (Official Video) ft. The Product G&B,613668770,Santana,Maria Maria (Official Video) ft. The Product G&B,0.030015904379844208
RASA - Пчеловод  | ПРЕМЬЕРА КЛИПА 2019,613432987,RASA,Пчеловод  | ПРЕМЬЕРА КЛИПА 2019,0.029987514417788463
365DABAND - BỐNG BỐNG BANG BANG | OFFICIAL MV (TẤM CÁM: CHUYỆN CHƯA KỂ OST),612454085,365DABAND,BỐNG BỐNG BANG BANG | OFFICIAL MV (TẤM CÁM: CHUYỆN CHƯA KỂ OST),0.02986964760535374
"Alan Walker, Sabrina Carpenter & Farruko  - On My Way",612233703,"Alan Walker, Sabrina Carpenter & Farruko ",On My Way,0.029843112034011576
Nuki Nuki (The Nuki Song) Full Version - Gummibär the Gummy Bear,612193973,Nuki Nuki (The Nuki Song) Full Version,Gummibär the Gummy Bear,0.029838328257435334
David Guetta - Shot Me Down ft. Skylar Grey (Lyric Video),612137775,David Guetta,Shot Me Down ft. Skylar Grey (Lyric Video),0.029831561615702856
Banda Tierra Sagrada - La buena y la mala (el dilema) VIDEO OFICIAL,612122207,Banda Tierra Sagrada,La buena y la mala (el dilema) VIDEO OFICIAL,0.02982968711699309
"#VIDEO SONG | #Pandey Ji Ka Beta Hoon - Pradeep Pandey ""Chintu"" | Mai Re Mai | #Bhojpuri Movie Song",611833099,#VIDEO SONG | #Pandey Ji Ka Beta Hoon,"Pradeep Pandey ""Chintu"" | Mai Re Mai | #Bhojpuri Movie Song",0.029794876442983453
Duki - She Don't Give a FO (ft. Khea) Prod. by Omar Varela,611446592,Duki,She Don't Give a FO (ft. Khea) Prod. by Omar Varela,0.029748338231728705
"Trueno, Nicki Nicole, Bizarrap - MAMICHULA",611371719,"Trueno, Nicki Nicole, Bizarrap",MAMICHULA,0.029739322986231775
"Raataan Lambiyan - Lyric Video |Shershaah|Sidharth, Kiara|Tanishk B.|Jubin|Asees",611229019,Raataan Lambiyan,"Lyric Video |Shershaah|Sidharth, Kiara|Tanishk B.|Jubin|Asees",0.029722140884106713
Beyoncé - 7/11,611068137,Beyoncé,7/11,0.02970276953894843
"Alok, Bruno Martini feat. Zeeba - Hear Me Now (Official Music Video)",611056457,"Alok, Bruno Martini feat. Zeeba",Hear Me Now (Official Music Video),0.029701363183287463
Calibre 50 - Corrido De Juanito,610843544,Calibre 50,Corrido De Juanito,0.029675726933043906
La Factoria - Perdoname ft. Eddy Lover,610647252,La Factoria,Perdoname ft. Eddy Lover,0.029652091970252495
Sean Paul - She Doesn't Mind (Official Video),609876293,Sean Paul,She Doesn't Mind (Official Video),0.029559262984462445
The Script - Hall of Fame (Official Video) ft. will.i.am,609816447,The Script,Hall of Fame (Official Video) ft. will.i.am,0.029552057097400233
Café Tacvba - Eres (Video Oficial),609754132,Café Tacvba,Eres (Video Oficial),0.029544553925053188
"Saiyaan Ji ► Yo Yo Honey Singh, Neha Kakkar|Nushrratt Bharuccha|  Lil G, Hommie D| Mihir G|Bhushan K",609286537,"Saiyaan Ji ► Yo Yo Honey Singh, Neha Kakkar|Nushrratt Bharuccha|  Lil G, Hommie D| Mihir G|Bhushan K",,0.029488252137784984
"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)",609214667,"Elton John, Dua Lipa",Cold Heart (PNAU Remix) (Official Video),0.029479598474997815
ROSALÍA - DESPECHÁ (Official Video),608207721,ROSALÍA,DESPECHÁ (Official Video),0.02935835496409081
"KEVIN ROLDAN, Bryant Myers, Lyanno - HASTA ABAJO",608053183,"KEVIN ROLDAN, Bryant Myers, Lyanno",HASTA ABAJO,0.029339747481973044
Ed Sheeran - Galway Girl [Official Music Video],608050882,Ed Sheeran,Galway Girl [Official Music Video],0.02933947042509155
Radha - SOTY |Alia |Sidharth |Varun |Udit Narayan|Shreya Ghosal,607338261,Radha,SOTY |Alia |Sidharth |Varun |Udit Narayan|Shreya Ghosal,0.029253665752362268
Ella Mai - Boo'd Up,606992314,Ella Mai,Boo'd Up,0.02921201125562882
Desiigner - Panda (Official Music Video),606917310,Desiigner,Panda (Official Music Video),0.029202980236793588
BAD BUNNY - ESTAMOS BIEN | X100PRE (Video Oficial),606328994,BAD BUNNY,ESTAMOS BIEN | X100PRE (Video Oficial),0.02913214277643049
Maher Zain - Ya Nabi Salam Alayka (Arabic) | ماهر زين - يا نبي سلام عليك | Official Music Video,605788352,Maher Zain,Ya Nabi Salam Alayka (Arabic) | ماهر زين,0.02906704560714457
Soulja Boy Tell'em - Crank That (Soulja Boy) (Official Music Video),605415080,Soulja Boy Tell'em,Crank That (Soulja Boy) (Official Music Video),0.029022100984688867
Hala Al Turk - Happy Happy  #حلا_الترك - هابي هابي,605385405,Hala Al Turk,Happy Happy  #حلا_الترك,0.02901852790213412
BTS (방탄소년단) 'Not Today' Official MV,605110708,BTS (방탄소년단) 'Not Today' Official MV,,0.028985452415746946
Greeicy - Más Fuerte (Video Oficial),604991673,Greeicy,Más Fuerte (Video Oficial),0.028971119749128457
"Beyoncé, Shakira - Beautiful Liar",604941045,"Beyoncé, Shakira",Beautiful Liar,0.028965023775292517
twenty one pilots - Chlorine (Official Video),604592040,twenty one pilots,Chlorine (Official Video),0.028923001073455384
Damas Gratis - No te Creas Tan Importante (Feat Viru Kumbieron) VIDEO OFICIAL EN VIVO,604466996,Damas Gratis,No te Creas Tan Importante (Feat Viru Kumbieron) VIDEO OFICIAL EN VIVO,0.028907944880195907
Aya Nakamura - Copines (Clip officiel),604172652,Aya Nakamura,Copines (Clip officiel),0.02887250375428209
Alejandro Fernández - Hoy Tengo Ganas De Ti ft. Christina Aguilera,603919142,Alejandro Fernández,Hoy Tengo Ganas De Ti ft. Christina Aguilera,0.028841979334452192
Lauana Prado - Cobaia (Ao Vivo),603464482,Lauana Prado,Cobaia (Ao Vivo),0.02878723501383422
Rauw Alejandro - 2/Catorce (Video Oficial),603402668,Rauw Alejandro,2/Catorce (Video Oficial),0.028779792165475715
Na Ja - Pav Dharia (Official Video) | 4K Video | Dance Hit | Punjabi Songs | #pavdharia  #najanaja,603398590,Na Ja,Pav Dharia (Official Video) | 4K Video | Dance Hit | Punjabi Songs | #pavdharia  #najanaja,0.028779301145065994
Don Omar - Salio El Sol (Official Music Video),603116375,Don Omar,Salio El Sol (Official Music Video),0.02874532043762923
CASTLE OF GLASS (Official Music Video) [4K Upgrade] - Linkin Park,602864411,CASTLE OF GLASS (Official Music Video) [4K Upgrade],Linkin Park,0.02871498216727296
BIGBANG - FANTASTIC BABY M/V,602682954,BIGBANG,FANTASTIC BABY M/V,0.028693133444741004
Vanilla Ice - Ice Ice Baby (Official Music Video),602180771,Vanilla Ice,Ice Ice Baby (Official Music Video),0.02863266701452745
Anuel AA - Ella Quiere Beber (Video Oficial),602043681,Anuel AA,Ella Quiere Beber (Video Oficial),0.028616160396585433
"KAROL G - Ay, DiOs Mío! (Official Video)",601952328,KAROL G,"Ay, DiOs Mío! (Official Video)",0.02860516084104632
Lil Nas X - MONTERO (Call Me By Your Name) (Official Video),601492606,Lil Nas X,MONTERO (Call Me By Your Name) (Official Video),0.028549807019370488
Daddy Yankee & Wisin y Yandel - Si Supieras (Video Oficial),601466871,Daddy Yankee & Wisin y Yandel,Si Supieras (Video Oficial),0.028546708341037008
EMIWAY - FIRSE MACHAYENGE (OFFICIAL MUSIC VIDEO),601169163,EMIWAY,FIRSE MACHAYENGE (OFFICIAL MUSIC VIDEO),0.028510862165427683
Grupo Firme -  Ya Superame - (Video Oficial),600921134,Grupo Firme, Ya Superame,0.028480997697256843
Nirvana - Come As You Are (Official Music Video),600002277,Nirvana,Come As You Are (Official Music Video),0.028370360732909716
Shaggy - Angel ft. Rayvon,600001454,Shaggy,Angel ft. Rayvon,0.028370261637814767
Goo Goo Dolls – Iris [Official Music Video] [4K Remaster],600000646,Goo Goo Dolls – Iris [Official Music Video] [4K Remaster],,0.028370164348827262
"Naacho Naacho (Full Video) RRR - NTR, Ram Charan | M M Kreem | SS Rajamouli | Vishal Mishra & Rahul",598992841,Naacho Naacho (Full Video) RRR,"NTR, Ram Charan | M M Kreem | SS Rajamouli | Vishal Mishra & Rahul",0.02824881740816744
Meghan Trainor - Lips Are Movin (Official Music Video),598653406,Meghan Trainor,Lips Are Movin (Official Music Video),0.02820794700287786
Beyoncé - Run the World (Girls) (Official Video),597932778,Beyoncé,Run the World (Girls) (Official Video),0.028121178229996394
MUSliM - Etnaset | Music Video - 2021 | مسلم - اتنسيت,597881034,MUSliM,Etnaset | Music Video,0.028114947881766827
Plan B - Es Un Secreto [Official Video],597590035,Plan B,Es Un Secreto [Official Video],0.028079909517812418
Khalid - Location (Official Video),597348561,Khalid,Location (Official Video),0.02805083431859344
حلا الترك و مشاعل بنيتي الحبوبة | Hala Alturk & Mashael - Bnayty ElHabooba,597189610,حلا الترك و مشاعل بنيتي الحبوبة | Hala Alturk & Mashael,Bnayty ElHabooba,0.02803169547966644
"Y2K, bbno$ - Lalala (Official Video)",596674399,"Y2K, bbno$",Lalala (Official Video),0.02796966038493652
"Chand Sifarish | Full Song | Fanaa | Aamir Khan, Kajol | Shaan, Kailash Kher | Jatin-Lalit | Prasoon",596300122,"Chand Sifarish | Full Song | Fanaa | Aamir Khan, Kajol | Shaan, Kailash Kher | Jatin-Lalit | Prasoon",,0.027924594753282253
Maan Meri Jaan | Official Music Video | Champagne Talk | King,596051339,Maan Meri Jaan | Official Music Video | Champagne Talk | King,,0.02789463949811069
"The Medley Song | Mujhse Dosti Karoge | Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra",595609757,"The Medley Song | Mujhse Dosti Karoge | Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra",,0.027841469862367227
Marília Mendonça - BEBI LIGUEI (TODOS OS CANTOS),595588987,Marília Mendonça,BEBI LIGUEI (TODOS OS CANTOS),0.02783896900559682
Imagine Dragons - It's Time (Official Music Video),595389377,Imagine Dragons,It's Time (Official Music Video),0.02781493453183939
"Ferrugem - Sinto sua Falta, É Natural, Pra Você Acreditar e Pirata e Tesouro ""DVD Chão De Estrelas""",594435306,Ferrugem,"Sinto sua Falta, É Natural, Pra Você Acreditar e Pirata e Tesouro ""DVD Chão De Estrelas""",0.027700057549663024
Kelly Clarkson - Because Of You (VIDEO),594249244,Kelly Clarkson,Because Of You (VIDEO),0.027677654352146586
"Ariana Grande - break up with your girlfriend, i'm bored (Official Video)",593740821,Ariana Grande,"break up with your girlfriend, i'm bored (Official Video)",0.027616436581237455
"Brytiago, Darell, Daddy Yankee, Ozuna & Anuel AA - Asesina Remix (Video Oficial)",593380160,"Brytiago, Darell, Daddy Yankee, Ozuna & Anuel AA",Asesina Remix (Video Oficial),0.027573010413511248
Foo Fighters - The Pretender,593030617,Foo Fighters,The Pretender,0.027530922932620536
Gusttavo Lima - Apelido Carinhoso - DVD Buteco do Gusttavo Lima 2 (Vídeo Oficial),592510599,Gusttavo Lima,Apelido Carinhoso,0.027468309040659264
DEL NEGOCIANTE - Los Plebes del Rancho de Ariel Camacho (Video Oficial) | DEL Records,592498078,DEL NEGOCIANTE,Los Plebes del Rancho de Ariel Camacho (Video Oficial) | DEL Records,0.027466801422574405
50 Cent - Many Men (Wish Death) (Dirty Version),592390304,50 Cent,Many Men (Wish Death) (Dirty Version),0.027453824661015702
Romeo Santos - Cancioncitas de Amor (Audio),592134364,Romeo Santos,Cancioncitas de Amor (Audio),0.02742300765178031
The Black Eyed Peas - Meet Me Halfway (Official Music Video),591864161,The Black Eyed Peas,Meet Me Halfway (Official Music Video),0.027390473275182556
Michael Jackson - Remember The Time (Official Video),591708058,Michael Jackson,Remember The Time (Official Video),0.02737167735585508
Hungria - Lembranças (Official Vídeo),591697728,Hungria,Lembranças (Official Vídeo),0.027370433549863835
MC Kevin - Cavalo de Troia (GR6 Filmes) Djay W,591329980,MC Kevin,Cavalo de Troia (GR6 Filmes) Djay W,0.02732615405657518
Major Lazer - Sua Cara (Feat. Anitta & Pabllo Vittar) [Official Music Video],591119594,Major Lazer,Sua Cara (Feat. Anitta & Pabllo Vittar) [Official Music Video],0.027300822075231906
Vance Joy - 'Riptide' Official Video,591057893,Vance Joy,'Riptide' Official Video,0.02729339283288279
Sebastián Yatra - Devuélveme El Corazón (Official Video),591002185,Sebastián Yatra,Devuélveme El Corazón (Official Video),0.027286685190660062
Kane Brown - Heaven,589720950,Kane Brown,Heaven,0.027132415319488276
Guaynaa - “ReBoTa” 🍑,589445282,Guaynaa,“ReBoTa” 🍑,0.027099222917746066
50 Cent - Just A Lil Bit,589371753,50 Cent,Just A Lil Bit,0.02709036949947588
"Santa Fe Klan, Nanpa Basico - Te Ire A Buscar",589336454,"Santa Fe Klan, Nanpa Basico",Te Ire A Buscar,0.027086119247037813
Ne-Yo - Miss Independent,589212945,Ne-Yo,Miss Independent,0.027071247878773172
Plan B - Fanatica Sensual Official Video,588696858,Plan B,Fanatica Sensual Official Video,0.027009107307368677
The Killers - Mr. Brightside (Official Music Video),588588894,The Killers,Mr. Brightside (Official Music Video),0.02699610766844905
Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix],588175687,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) [Remix],0.02694635458594874
"Christina Aguilera, Lil' Kim, Mya, P!nk - Lady Marmalade",587944441,"Christina Aguilera, Lil' Kim, Mya, P!nk",Lady Marmalade,0.026918510911190408
Emrah Karaduman - Cevapsız Çınlama ft. Aleyna Tilki,587268273,Emrah Karaduman,Cevapsız Çınlama ft. Aleyna Tilki,0.026837095440765013
"Lil Wayne - Love Me (Explicit Version/Closed Captioned) ft. Drake, Future",586952007,Lil Wayne,"Love Me (Explicit Version/Closed Captioned) ft. Drake, Future",0.026799014749029293
Eminem - Sing For The Moment (Official Music Video),586026655,Eminem,Sing For The Moment (Official Music Video),0.026687595740160067
PSY - 'That That (prod. & feat. SUGA of BTS)' MV,585947901,PSY,'That That (prod. & feat. SUGA of BTS)' MV,0.026678113194464503
Sebastián Yatra – Cómo Mirarte (Official Video),585783250,Sebastián Yatra – Cómo Mirarte (Official Video),,0.026658288034709807
Son By Four - A Puro Dolor (Video),585619862,Son By Four,A Puro Dolor (Video),0.026638614949201667
Marília Mendonça & Maiara e Maraisa - Coração Bandido (Official Music Video),585145988,Marília Mendonça & Maiara e Maraisa,Coração Bandido (Official Music Video),0.026581557125358535
VEGEDREAM - RAMENEZ LA COUPE A LA MAISON,585011094,VEGEDREAM,RAMENEZ LA COUPE A LA MAISON,0.02656531492154593
What A Beautiful Name - Hillsong Worship,584631611,What A Beautiful Name,Hillsong Worship,0.026519622450202354
Ozuna x Camilo - Despeinada (Video Oficial),584568585,Ozuna x Camilo,Despeinada (Video Oficial),0.026512033668362592
Ozuna - La Modelo Ft Cardi B (Video Oficial),584541253,Ozuna,La Modelo Ft Cardi B (Video Oficial),0.026508742699790186
CantaJuego - La Mane,584124031,CantaJuego,La Mane,0.026458506182531413
Eagles - Hotel California (Live 1977) (Official Video) [HD],584115058,Eagles,Hotel California (Live 1977) (Official Video) [HD],0.026457425769060017
Avicii - Hey Brother (Lyric),583314648,Avicii,Hey Brother (Lyric),0.02636105067191967
"FloyyMenor, Cris MJ - Gata Only",583211011,"FloyyMenor, Cris MJ",Gata Only,0.02634857203479328
Verte Ir - Dj Luian x Mambo Kingz x Anuel Aa x Darell x Nicky Jam x Brytiago,583178548,Verte Ir,Dj Luian x Mambo Kingz x Anuel Aa x Darell x Nicky Jam x Brytiago,0.026344663257068787
Lady Gaga - Alejandro (Official Music Video),583089834,Lady Gaga,Alejandro (Official Music Video),0.026333981456032177
The Weeknd - Reminder (Official Video),582934103,The Weeknd,Reminder (Official Video),0.02631523032816925
Xavi - La Diabla (Official Video),582857348,Xavi,La Diabla (Official Video),0.026305988476392025
Phil Collins - Another Day In Paradise (Official Music Video),582645836,Phil Collins,Another Day In Paradise (Official Music Video),0.02628052091658349
Marshmello ft. Bastille - Happier (Official Lyric Video),582421001,Marshmello ft. Bastille,Happier (Official Lyric Video),0.026253449172145588
JISOO - ‘꽃(FLOWER)’ M/V,582301895,JISOO,‘꽃(FLOWER)’ M/V,0.026239107956618546
"#Chhalakata Hamro Jawaniya - PAWAN Singh,#Kajal Raghwani, #priyanka singh @WorldwideRecordsBhojpuri",582190324,#Chhalakata Hamro Jawaniya,"PAWAN Singh,#Kajal Raghwani, #priyanka singh @WorldwideRecordsBhojpuri",0.026225674009062866
Kurchi Madathapetti Full Video Song | Guntur Kaaram | Mahesh Babu | Sreeleela | Trivikram | Thaman S,581525366,Kurchi Madathapetti Full Video Song | Guntur Kaaram | Mahesh Babu | Sreeleela | Trivikram | Thaman S,,0.026145608302931944
Nirvana - The Man Who Sold The World (MTV Unplugged),581419132,Nirvana,The Man Who Sold The World (MTV Unplugged),0.026132816968403874
"BELLAKEO (Video Oficial) - Peso Pluma, Anitta",580565802,BELLAKEO (Video Oficial),"Peso Pluma, Anitta",0.026030069924210558
Ozuna - En La Intimidad (Video Oficial),580305345,Ozuna,En La Intimidad (Video Oficial),0.025998709035821008
One Direction - Perfect (Official Video),580144319,One Direction,Perfect (Official Video),0.025979320352031307
"ROSALÍA, Ozuna - Yo x Ti, Tu x Mi (Official Video)",579949902,"ROSALÍA, Ozuna","Yo x Ti, Tu x Mi (Official Video)",0.025955911152670055
Kesariya - Brahmāstra | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit Singh | Amitabh Bhattacharya|4K,579381891,Kesariya,Brahmāstra | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit Singh | Amitabh Bhattacharya|4K,0.02588751855974669
"Don Omar, Zion & Lennox - Te Quiero Pa´Mi",579378237,"Don Omar, Zion & Lennox",Te Quiero Pa´Mi,0.02588707859197399
"Idina Menzel, Evan Rachel Wood - Show Yourself (From ""Frozen 2""/ Sing-Along)",579308201,"Idina Menzel, Evan Rachel Wood","Show Yourself (From ""Frozen 2""/ Sing-Along)",0.025878645755923316
Backstreet Boys - Everybody (Backstreet's Back) (Official HD Video),579177344,Backstreet Boys,Everybody (Backstreet's Back) (Official HD Video),0.025862889635826752
Nickelback - How You Remind Me,578598517,Nickelback,How You Remind Me,0.025793194719031035
Kings Of Leon - Sex on Fire (Official Video),578370861,Kings Of Leon,Sex on Fire (Official Video),0.025765783305987
Bubalu - Anuel AA x Prince Royce x Becky G x Mambo Kingz x Dj Luian,578296390,Bubalu,Anuel AA x Prince Royce x Becky G x Mambo Kingz x Dj Luian,0.02575681646416951
"Aayi Nai -Stree 2 | Shraddha Kapoor | Rajkummar Rao | Sachin-Jigar |Pawan Singh,Simran,Divya,Amitabh",578275433,"Aayi Nai -Stree 2 | Shraddha Kapoor | Rajkummar Rao | Sachin-Jigar |Pawan Singh,Simran,Divya,Amitabh",,0.025754293091259664
Main Tera Boyfriend Song | Raabta | Arijit S | Neha K Meet Bros | Sushant Singh Rajput Kriti Sanon,578245998,Main Tera Boyfriend Song | Raabta | Arijit S | Neha K Meet Bros | Sushant Singh Rajput Kriti Sanon,,0.02575074890642398
Green Day - 21 Guns [Official Music Video],578153451,Green Day,21 Guns [Official Music Video],0.02573960558473254
Don Omar - Virtual Diva,578070998,Don Omar,Virtual Diva,0.025729677652941943
"Thalia, Pedro Capó - Estoy Enamorado",578030996,"Thalia, Pedro Capó",Estoy Enamorado,0.025724861125617435
YOASOBI「アイドル」 Official Music Video,577984163,YOASOBI「アイドル」 Official Music Video,,0.025719222096964145
"Chris Brown - Look at Me Now (Official Video) ft. Lil Wayne, Busta Rhymes",577873370,Chris Brown,"Look at Me Now (Official Video) ft. Lil Wayne, Busta Rhymes",0.025705881826181082
Oasis - Wonderwall (Official Video),577777234,Oasis,Wonderwall (Official Video),0.025694306363182526
Patati Patatá - Superfantástico (DVD Coletânea de Sucessos),577662124,Patati Patatá,Superfantástico (DVD Coletânea de Sucessos),0.025680446294677847
DVBBS & Borgeous - TSUNAMI (Original Mix),577596653,DVBBS & Borgeous,TSUNAMI (Original Mix),0.025672563117325145
"Selena Gomez, Marshmello - Wolves",577389910,"Selena Gomez, Marshmello",Wolves,0.02564766977927578
Olivia Rodrigo - drivers license (Official Video),577367568,Olivia Rodrigo,drivers license (Official Video),0.025644979642445526
Gerua - Shah Rukh Khan | Kajol | Dilwale | Pritam | SRK Kajol Official New Song Video 2015,577329201,Gerua,Shah Rukh Khan | Kajol | Dilwale | Pritam | SRK Kajol Official New Song Video 2015,0.025640359980832125
Céline Dion - I'm Alive (Official HD Video),577040188,Céline Dion,I'm Alive (Official HD Video),0.02560556074550295
MACKLEMORE FEAT LIL YACHTY - MARMALADE (OFFICIAL MUSIC VIDEO),577008280,MACKLEMORE FEAT LIL YACHTY,MARMALADE (OFFICIAL MUSIC VIDEO),0.02560171879375378
She Move It Like - Official Video | Badshah | Warina Hussain | ONE Album,576837276,She Move It Like,Official Video | Badshah | Warina Hussain | ONE Album,0.025581128687294105
Dulce Pecado - Jessi Uribe l Video Oficial,576735643,Dulce Pecado,Jessi Uribe l Video Oficial,0.025568891346121878
Lady Gaga - Bloody Mary (TikTok Remix | Speed Up) | Wednesday Dance Scene,576074379,Lady Gaga,Bloody Mary (TikTok Remix | Speed Up) | Wednesday Dance Scene,0.02548927042405018
"6IX9INE ""Gotti"" (WSHH Exclusive - Official Music Video)",575495452,"6IX9INE ""Gotti"" (WSHH Exclusive",Official Music Video),0.02541956346653819
Mon Laferte - Tu Falta De Querer (Video Oficial),575153607,Mon Laferte,Tu Falta De Querer (Video Oficial),0.02537840287998637
MOUH MILANO - Machafouhach (Official Music Video) | موح ميلانو - ماشافوهاش,575003526,MOUH MILANO,Machafouhach (Official Music Video) | موح ميلانو,0.025360332052593013
Udaarian (Badi lambi hai kahani mere pyaar di) - Satinder Sartaaj | Love Songs | New Punjabi Songs,574740298,Udaarian (Badi lambi hai kahani mere pyaar di),Satinder Sartaaj | Love Songs | New Punjabi Songs,0.02532863751595546
"Bekhayali Full Song | Kabir Singh | Shahid K,Kiara A|Sandeep Reddy Vanga | Sachet-Parampara | Irshad",574013183,"Bekhayali Full Song | Kabir Singh | Shahid K,Kiara A|Sandeep Reddy Vanga | Sachet-Parampara | Irshad",,0.025241087661809214
Jeremy Zucker - comethru (Official Video),573680146,Jeremy Zucker,comethru (Official Video),0.025200987621546933
तेरी दुल्हन सजाऊंगी | Teri Dulhan Sajaoongi | Barsaat | Bobby Deol | Priyanka Chopra | Bipasha Basu,573549922,तेरी दुल्हन सजाऊंगी | Teri Dulhan Sajaoongi | Barsaat | Bobby Deol | Priyanka Chopra | Bipasha Basu,,0.025185307719184383
"Jon Z - 0 Sentimientos (Remix) ft. Baby Rasta, Noriel, Lyan, Darkiel, Messiah [Official Video]",573266725,Jon Z,"0 Sentimientos (Remix) ft. Baby Rasta, Noriel, Lyan, Darkiel, Messiah [Official Video]",0.02515120877191379
Lamberghini (Full Video) | The Doorbeen Feat Ragini | Latest Punjabi Song 2018 | Speed Records,573099572,Lamberghini (Full Video) | The Doorbeen Feat Ragini | Latest Punjabi Song 2018 | Speed Records,,0.02513108235343789
"Teri Aankhon Mein Song: Divya K | Darshan R, Neha K | Pearl V Manan B | Radhika, Vinay | Bhushan K",572471039,"Teri Aankhon Mein Song: Divya K | Darshan R, Neha K | Pearl V Manan B | Radhika, Vinay | Bhushan K",,0.025055402478210295
"TWICE ""CHEER UP"" M/V",572215151,"TWICE ""CHEER UP"" M/V",,0.025024591730147372
Major Lazer – Light it Up (feat. Nyla & Fuse ODG) (Remix) [Official Music Video],572095301,Major Lazer – Light it Up (feat. Nyla & Fuse ODG) (Remix) [Official Music Video],,0.02501016093169124
"Kamli Song | Dhoom:3 | Katrina Kaif,  Aamir Khan | Sunidhi Chauhan | Pritam | Amitabh Bhattacharya",572094117,"Kamli Song | Dhoom:3 | Katrina Kaif,  Aamir Khan | Sunidhi Chauhan | Pritam | Amitabh Bhattacharya",,0.025010018369610545
Taylor Swift - Delicate,571844681,Taylor Swift,Delicate,0.0249799844885617
King - Tu Aake Dekhle | The Carnival | The Last Ride | Prod. by Shahbeatz | Latest Hit Songs 2020,571755876,King,Tu Aake Dekhle | The Carnival | The Last Ride | Prod. by Shahbeatz | Latest Hit Songs 2020,0.024969291730473298
LP - Lost On You (Official Music Video),571688423,LP,Lost On You (Official Music Video),0.024961169906124014
Slipknot - Psychosocial [OFFICIAL VIDEO] [HD],571204142,Slipknot,Psychosocial [OFFICIAL VIDEO] [HD],0.02490285900493809
Same Beef Song | BOHEMIA | Ft. Sidhu Moose Wala | Byg Byrd | Punjabi Song #sidhumoosewala #bohemia,571184945,Same Beef Song | BOHEMIA | Ft. Sidhu Moose Wala | Byg Byrd | Punjabi Song #sidhumoosewala #bohemia,,0.02490054754863469
Kylie Minogue - Can't Get You Out Of My Head (Official Video),570940887,Kylie Minogue,Can't Get You Out Of My Head (Official Video),0.024871161217307147
"Aashiq Banaya Aapne Title (Full Song) | Himesh Reshammiya,Shreya Ghoshal | Emraan Hashmi,Tanushree D",570572216,"Aashiq Banaya Aapne Title (Full Song) | Himesh Reshammiya,Shreya Ghoshal | Emraan Hashmi,Tanushree D",,0.024826770588207273
Rauw Alejandro x Anuel AA - Reloj (Video Oficial),570459929,Rauw Alejandro x Anuel AA,Reloj (Video Oficial),0.024813250429123065
Marília Mendonça - Estranho (Agora Que São Elas 2),570138644,Marília Mendonça,Estranho (Agora Que São Elas 2),0.024774565413837477
"KAROL G, Maldy - Gatúbela (Official Video)",569984943,"KAROL G, Maldy",Gatúbela (Official Video),0.024756058712514947
श्री हनुमान अमृतवाणी Shree Hanuman Amritwani Part 2 by Anuradha Paudwal I Full Video Song,569728712,श्री हनुमान अमृतवाणी Shree Hanuman Amritwani Part 2 by Anuradha Paudwal I Full Video Song,,0.02472520666479519
Hozier - Take Me To Church,569613833,Hozier,Take Me To Church,0.024711374410345113
Enrique Iglesias - Hero,569530879,Enrique Iglesias,Hero,0.024701386154565977
Owl City - Fireflies (Official Music Video),569527556,Owl City,Fireflies (Official Music Video),0.024700986041564135
One Direction - Kiss You (Official),569129649,One Direction,Kiss You (Official),0.024653075188653978
Danna Paola - Mala Fama,568950071,Danna Paola,Mala Fama,0.02463145271118085
Amenazzy ft. Lary Over - Solo (Video Oficial),568493663,Amenazzy ft. Lary Over,Solo (Video Oficial),0.02457649791884238
Rita Ora - Let You Love Me [Official Video],567736834,Rita Ora,Let You Love Me [Official Video],0.024485370286262048
"Arijit Singh : Lambiyaan Si Judaiyaan With Lyrics | Raabta | Sushant Rajput, Kriti Sanon | T-Series",567156050,"Arijit Singh : Lambiyaan Si Judaiyaan With Lyrics | Raabta | Sushant Rajput, Kriti Sanon | T-Series",,0.024415439732648828
"Camilo, Evaluna Montaner - Por Primera Vez (Official Video)",566595533,"Camilo, Evaluna Montaner",Por Primera Vez (Official Video),0.024347949471003147
COKA : Sukh-E Muzical Doctorz | Alankrita Sahai | Jaani | Arvindr Khaira | DM,566555911,COKA : Sukh-E Muzical Doctorz | Alankrita Sahai | Jaani | Arvindr Khaira | DM,,0.024343178698400483
Beyoncé - Love On Top (Official Video),565441778,Beyoncé,Love On Top (Official Video),0.0242090291049393
EXTASIS - @ELMILLONARIOBM Y @WCorona FT CARTEL DE SANTA (Video Oficial),565316816,EXTASIS,@ELMILLONARIOBM Y @WCorona FT CARTEL DE SANTA (Video Oficial),0.02419398278506718
